,Unnamed: 0,Date,value,catchment,scenario,model
0,0,1981-01-01,257.23419189453125,koman,REF,e_hype
1,1,1981-01-02,241.67630004882807,koman,REF,e_hype
2,2,1981-01-03,227.7704925537109,koman,REF,e_hype
3,3,1981-01-04,219.87440490722656,koman,REF,e_hype
4,4,1981-01-05,216.76119995117188,koman,REF,e_hype
5,5,1981-01-06,219.3988037109375,koman,REF,e_hype
6,6,1981-01-07,223.9010009765625,koman,REF,e_hype
7,7,1981-01-08,225.1036071777344,koman,REF,e_hype
8,8,1981-01-09,222.5209045410156,koman,REF,e_hype
9,9,1981-01-10,217.1636962890625,koman,REF,e_hype
10,10,1981-01-11,209.80999755859372,koman,REF,e_hype
11,11,1981-01-12,201.50439453125,koman,REF,e_hype
12,12,1981-01-13,199.4459991455078,koman,REF,e_hype
13,13,1981-01-14,208.2783966064453,koman,REF,e_hype
14,14,1981-01-15,210.0811004638672,koman,REF,e_hype
15,15,1981-01-16,219.07090759277344,koman,REF,e_hype
16,16,1981-01-17,222.797607421875,koman,REF,e_hype
17,17,1981-01-18,224.92340087890625,koman,REF,e_hype
18,18,1981-01-19,222.8211975097656,koman,REF,e_hype
19,19,1981-01-20,217.9624938964844,koman,REF,e_hype
20,20,1981-01-21,211.0498962402344,koman,REF,e_hype
21,21,1981-01-22,203.07020568847656,koman,REF,e_hype
22,22,1981-01-23,194.46139526367188,koman,REF,e_hype
23,23,1981-01-24,185.92239379882807,koman,REF,e_hype
24,24,1981-01-25,177.6927032470703,koman,REF,e_hype
25,25,1981-01-26,169.95339965820312,koman,REF,e_hype
26,26,1981-01-27,162.64259338378906,koman,REF,e_hype
27,27,1981-01-28,155.82040405273438,koman,REF,e_hype
28,28,1981-01-29,149.56179809570312,koman,REF,e_hype
29,29,1981-01-30,143.6555938720703,koman,REF,e_hype
30,30,1981-01-31,143.1042022705078,koman,REF,e_hype
31,31,1981-02-01,142.87730407714844,koman,REF,e_hype
32,32,1981-02-02,142.8094024658203,koman,REF,e_hype
33,33,1981-02-03,143.17340087890625,koman,REF,e_hype
