,Date,value,catchment,scenario,model
0,1981-01-01,35.41730118,globo,REF,e_hype
1,1981-01-02,34.20980072,globo,REF,e_hype
2,1981-01-03,33.20100021,globo,REF,e_hype
3,1981-01-04,32.02389908,globo,REF,e_hype
4,1981-01-05,35.8166008,globo,REF,e_hype
5,1981-01-06,40.78300095,globo,REF,e_hype
6,1981-01-07,41.78490067,globo,REF,e_hype
7,1981-01-08,40.10979843,globo,REF,e_hype
8,1981-01-09,37.94219971,globo,REF,e_hype
9,1981-01-10,35.91460037,globo,REF,e_hype
10,1981-01-11,34.14609909,globo,REF,e_hype
11,1981-01-12,32.61349869,globo,REF,e_hype
12,1981-01-13,31.35490036,globo,REF,e_hype
13,1981-01-14,31.96719933,globo,REF,e_hype
14,1981-01-15,35.34220123,globo,REF,e_hype
15,1981-01-16,38.53350067,globo,REF,e_hype
16,1981-01-17,42.67630005,globo,REF,e_hype
17,1981-01-18,44.83349991,globo,REF,e_hype
18,1981-01-19,43.34170151,globo,REF,e_hype
19,1981-01-20,40.86500168,globo,REF,e_hype
20,1981-01-21,38.60200119,globo,REF,e_hype
21,1981-01-22,36.53820038,globo,REF,e_hype
22,1981-01-23,34.73419952,globo,REF,e_hype
23,1981-01-24,33.25839996,globo,REF,e_hype
24,1981-01-25,32.07649994,globo,REF,e_hype
25,1981-01-26,31.03580093,globo,REF,e_hype
26,1981-01-27,30.11919975,globo,REF,e_hype
27,1981-01-28,29.2791996,globo,REF,e_hype
28,1981-01-29,28.53450012,globo,REF,e_hype
29,1981-01-30,27.81360054,globo,REF,e_hype
30,1981-01-31,27.12479973,globo,REF,e_hype
31,1981-02-01,26.46999931,globo,REF,e_hype
32,1981-02-02,25.83670044,globo,REF,e_hype
33,1981-02-03,25.57060051,globo,REF,e_hype
34,1981-02-04,25.4673996,globo,REF,e_hype
35,1981-02-05,37.83509827,globo,REF,e_hype
36,1981-02-06,48.82369995,globo,REF,e_hype
37,1981-02-07,47.62620163,globo,REF,e_hype
38,1981-02-08,43.83359909,globo,REF,e_hype
39,1981-02-09,40.55979919,globo,REF,e_hype
40,1981-02-10,40.44070053,globo,REF,e_hype
41,1981-02-11,41.52659988,globo,REF,e_hype
42,1981-02-12,45.03609848,globo,REF,e_hype
43,1981-02-13,54.78350067,globo,REF,e_hype
44,1981-02-14,66.66110229,globo,REF,e_hype
45,1981-02-15,68.89009857,globo,REF,e_hype
46,1981-02-16,64.3443985,globo,REF,e_hype
47,1981-02-17,57.94869995,globo,REF,e_hype
48,1981-02-18,52.0265007,globo,REF,e_hype
49,1981-02-19,47.64920044,globo,REF,e_hype
50,1981-02-20,44.56890106,globo,REF,e_hype
51,1981-02-21,50.03630066,globo,REF,e_hype
52,1981-02-22,55.53960037,globo,REF,e_hype
53,1981-02-23,59.82960129,globo,REF,e_hype
54,1981-02-24,61.58459854,globo,REF,e_hype
55,1981-02-25,59.6637001,globo,REF,e_hype
56,1981-02-26,57.83710098,globo,REF,e_hype
57,1981-02-27,54.96239853,globo,REF,e_hype
58,1981-02-28,51.71920013,globo,REF,e_hype
59,1981-03-01,48.62639999,globo,REF,e_hype
60,1981-03-02,45.97480011,globo,REF,e_hype
61,1981-03-03,52.8783989,globo,REF,e_hype
62,1981-03-04,70.20980072,globo,REF,e_hype
63,1981-03-05,79.54109955,globo,REF,e_hype
64,1981-03-06,81.50140381,globo,REF,e_hype
65,1981-03-07,78.88809967,globo,REF,e_hype
66,1981-03-08,73.05979919,globo,REF,e_hype
67,1981-03-09,66.09799957,globo,REF,e_hype
68,1981-03-10,59.50719833,globo,REF,e_hype
69,1981-03-11,54.21450043,globo,REF,e_hype
70,1981-03-12,50.11800003,globo,REF,e_hype
71,1981-03-13,47.04779816,globo,REF,e_hype
72,1981-03-14,45.27069855,globo,REF,e_hype
73,1981-03-15,45.67789841,globo,REF,e_hype
74,1981-03-16,46.12310028,globo,REF,e_hype
75,1981-03-17,45.95589828,globo,REF,e_hype
76,1981-03-18,45.26179886,globo,REF,e_hype
77,1981-03-19,77.40229797,globo,REF,e_hype
78,1981-03-20,95.63439941,globo,REF,e_hype
79,1981-03-21,87.57389832,globo,REF,e_hype
80,1981-03-22,77.4240036,globo,REF,e_hype
81,1981-03-23,68.40039825,globo,REF,e_hype
82,1981-03-24,61.520401,globo,REF,e_hype
83,1981-03-25,56.36109924,globo,REF,e_hype
84,1981-03-26,52.19129944,globo,REF,e_hype
85,1981-03-27,48.58810043,globo,REF,e_hype
86,1981-03-28,45.6108017,globo,REF,e_hype
87,1981-03-29,42.9681015,globo,REF,e_hype
88,1981-03-30,40.59899902,globo,REF,e_hype
89,1981-03-31,38.58499908,globo,REF,e_hype
90,1981-04-01,36.99739838,globo,REF,e_hype
91,1981-04-02,35.72180176,globo,REF,e_hype
92,1981-04-03,34.81420135,globo,REF,e_hype
93,1981-04-04,34.22389984,globo,REF,e_hype
94,1981-04-05,33.67539978,globo,REF,e_hype
95,1981-04-06,32.8885994,globo,REF,e_hype
96,1981-04-07,31.96299934,globo,REF,e_hype
97,1981-04-08,30.99690056,globo,REF,e_hype
98,1981-04-09,30.0496006,globo,REF,e_hype
99,1981-04-10,29.27169991,globo,REF,e_hype
100,1981-04-11,28.81570053,globo,REF,e_hype
101,1981-04-12,29.24950027,globo,REF,e_hype
102,1981-04-13,30.53730011,globo,REF,e_hype
103,1981-04-14,31.05179977,globo,REF,e_hype
104,1981-04-15,30.46080017,globo,REF,e_hype
105,1981-04-16,29.55109978,globo,REF,e_hype
106,1981-04-17,28.8397007,globo,REF,e_hype
107,1981-04-18,28.2730999,globo,REF,e_hype
108,1981-04-19,28.05699921,globo,REF,e_hype
109,1981-04-20,28.11669922,globo,REF,e_hype
110,1981-04-21,28.0904007,globo,REF,e_hype
111,1981-04-22,27.62619972,globo,REF,e_hype
112,1981-04-23,26.88369942,globo,REF,e_hype
113,1981-04-24,26.03639984,globo,REF,e_hype
114,1981-04-25,25.28549957,globo,REF,e_hype
115,1981-04-26,24.63540077,globo,REF,e_hype
116,1981-04-27,24.42609978,globo,REF,e_hype
117,1981-04-28,24.70249939,globo,REF,e_hype
118,1981-04-29,24.91810036,globo,REF,e_hype
119,1981-04-30,24.65110016,globo,REF,e_hype
120,1981-05-01,24.10219955,globo,REF,e_hype
121,1981-05-02,23.67620087,globo,REF,e_hype
122,1981-05-03,23.4817009,globo,REF,e_hype
123,1981-05-04,23.49419975,globo,REF,e_hype
124,1981-05-05,29.9048996,globo,REF,e_hype
125,1981-05-06,33.1833992,globo,REF,e_hype
126,1981-05-07,31.25429916,globo,REF,e_hype
127,1981-05-08,28.94980049,globo,REF,e_hype
128,1981-05-09,27.17700005,globo,REF,e_hype
129,1981-05-10,25.76679993,globo,REF,e_hype
130,1981-05-11,24.64019966,globo,REF,e_hype
131,1981-05-12,23.89920044,globo,REF,e_hype
132,1981-05-13,23.70949936,globo,REF,e_hype
133,1981-05-14,23.83359909,globo,REF,e_hype
134,1981-05-15,23.76259995,globo,REF,e_hype
135,1981-05-16,23.46750069,globo,REF,e_hype
136,1981-05-17,23.08480072,globo,REF,e_hype
137,1981-05-18,22.59620094,globo,REF,e_hype
138,1981-05-19,21.89249992,globo,REF,e_hype
139,1981-05-20,21.08460045,globo,REF,e_hype
140,1981-05-21,20.33909988,globo,REF,e_hype
141,1981-05-22,19.71809959,globo,REF,e_hype
142,1981-05-23,19.82959938,globo,REF,e_hype
143,1981-05-24,19.72559929,globo,REF,e_hype
144,1981-05-25,19.36949921,globo,REF,e_hype
145,1981-05-26,18.84790039,globo,REF,e_hype
146,1981-05-27,18.30290031,globo,REF,e_hype
147,1981-05-28,17.79980087,globo,REF,e_hype
148,1981-05-29,17.3484993,globo,REF,e_hype
149,1981-05-30,16.93910027,globo,REF,e_hype
150,1981-05-31,16.89699936,globo,REF,e_hype
151,1981-06-01,16.89699936,globo,REF,e_hype
152,1981-06-02,16.89699936,globo,REF,e_hype
153,1981-06-03,16.89699936,globo,REF,e_hype
154,1981-06-04,16.89699936,globo,REF,e_hype
155,1981-06-05,16.89699936,globo,REF,e_hype
156,1981-06-06,16.89699936,globo,REF,e_hype
157,1981-06-07,16.89699936,globo,REF,e_hype
158,1981-06-08,16.89699936,globo,REF,e_hype
159,1981-06-09,16.89699936,globo,REF,e_hype
160,1981-06-10,16.89699936,globo,REF,e_hype
161,1981-06-11,16.89699936,globo,REF,e_hype
162,1981-06-12,16.89699936,globo,REF,e_hype
163,1981-06-13,16.89699936,globo,REF,e_hype
164,1981-06-14,16.89699936,globo,REF,e_hype
165,1981-06-15,16.89699936,globo,REF,e_hype
166,1981-06-16,16.89699936,globo,REF,e_hype
167,1981-06-17,16.89699936,globo,REF,e_hype
168,1981-06-18,16.89699936,globo,REF,e_hype
169,1981-06-19,16.89699936,globo,REF,e_hype
170,1981-06-20,16.89699936,globo,REF,e_hype
171,1981-06-21,16.89699936,globo,REF,e_hype
172,1981-06-22,16.89699936,globo,REF,e_hype
173,1981-06-23,16.89699936,globo,REF,e_hype
174,1981-06-24,16.89699936,globo,REF,e_hype
175,1981-06-25,16.89699936,globo,REF,e_hype
176,1981-06-26,16.89699936,globo,REF,e_hype
177,1981-06-27,16.89699936,globo,REF,e_hype
178,1981-06-28,16.89699936,globo,REF,e_hype
179,1981-06-29,16.89699936,globo,REF,e_hype
180,1981-06-30,16.89699936,globo,REF,e_hype
181,1981-07-01,16.89699936,globo,REF,e_hype
182,1981-07-02,16.89699936,globo,REF,e_hype
183,1981-07-03,16.89699936,globo,REF,e_hype
184,1981-07-04,16.89699936,globo,REF,e_hype
185,1981-07-05,16.89699936,globo,REF,e_hype
186,1981-07-06,16.89699936,globo,REF,e_hype
187,1981-07-07,16.89699936,globo,REF,e_hype
188,1981-07-08,16.89699936,globo,REF,e_hype
189,1981-07-09,16.89699936,globo,REF,e_hype
190,1981-07-10,16.89699936,globo,REF,e_hype
191,1981-07-11,16.89699936,globo,REF,e_hype
192,1981-07-12,16.89699936,globo,REF,e_hype
193,1981-07-13,16.89699936,globo,REF,e_hype
194,1981-07-14,16.89699936,globo,REF,e_hype
195,1981-07-15,16.89699936,globo,REF,e_hype
196,1981-07-16,16.89699936,globo,REF,e_hype
197,1981-07-17,16.89699936,globo,REF,e_hype
198,1981-07-18,16.89699936,globo,REF,e_hype
199,1981-07-19,16.89699936,globo,REF,e_hype
200,1981-07-20,16.89699936,globo,REF,e_hype
201,1981-07-21,16.89699936,globo,REF,e_hype
202,1981-07-22,16.89699936,globo,REF,e_hype
203,1981-07-23,16.89699936,globo,REF,e_hype
204,1981-07-24,16.89699936,globo,REF,e_hype
205,1981-07-25,16.89699936,globo,REF,e_hype
206,1981-07-26,16.89699936,globo,REF,e_hype
207,1981-07-27,16.89699936,globo,REF,e_hype
208,1981-07-28,16.89699936,globo,REF,e_hype
209,1981-07-29,16.89699936,globo,REF,e_hype
210,1981-07-30,16.89699936,globo,REF,e_hype
211,1981-07-31,16.89699936,globo,REF,e_hype
212,1981-08-01,16.89699936,globo,REF,e_hype
213,1981-08-02,16.89699936,globo,REF,e_hype
214,1981-08-03,16.89699936,globo,REF,e_hype
215,1981-08-04,16.89699936,globo,REF,e_hype
216,1981-08-05,16.89699936,globo,REF,e_hype
217,1981-08-06,16.89699936,globo,REF,e_hype
218,1981-08-07,16.89699936,globo,REF,e_hype
219,1981-08-08,16.89699936,globo,REF,e_hype
220,1981-08-09,16.89699936,globo,REF,e_hype
221,1981-08-10,16.89699936,globo,REF,e_hype
222,1981-08-11,16.89699936,globo,REF,e_hype
223,1981-08-12,16.76129913,globo,REF,e_hype
224,1981-08-13,4.180699825,globo,REF,e_hype
225,1981-08-14,4.33409977,globo,REF,e_hype
226,1981-08-15,6.384500027,globo,REF,e_hype
227,1981-08-16,6.097499847,globo,REF,e_hype
228,1981-08-17,5.917200089,globo,REF,e_hype
229,1981-08-18,5.824200153,globo,REF,e_hype
230,1981-08-19,9.78219986,globo,REF,e_hype
231,1981-08-20,9.155500412,globo,REF,e_hype
232,1981-08-21,8.060099602,globo,REF,e_hype
233,1981-08-22,7.255000114,globo,REF,e_hype
234,1981-08-23,6.561900139,globo,REF,e_hype
235,1981-08-24,6.253799915,globo,REF,e_hype
236,1981-08-25,16.83230019,globo,REF,e_hype
237,1981-08-26,15.09309959,globo,REF,e_hype
238,1981-08-27,11.81480026,globo,REF,e_hype
239,1981-08-28,9.61950016,globo,REF,e_hype
240,1981-08-29,8.248700142,globo,REF,e_hype
241,1981-08-30,7.259799957,globo,REF,e_hype
242,1981-08-31,6.454899788,globo,REF,e_hype
243,1981-09-01,5.739500046,globo,REF,e_hype
244,1981-09-02,5.128600121,globo,REF,e_hype
245,1981-09-03,4.668000221,globo,REF,e_hype
246,1981-09-04,4.537399769,globo,REF,e_hype
247,1981-09-05,4.505099773,globo,REF,e_hype
248,1981-09-06,5.218100071,globo,REF,e_hype
249,1981-09-07,5.85010004,globo,REF,e_hype
250,1981-09-08,6.399400234,globo,REF,e_hype
251,1981-09-09,6.357900143,globo,REF,e_hype
252,1981-09-10,6.010099888,globo,REF,e_hype
253,1981-09-11,5.607299805,globo,REF,e_hype
254,1981-09-12,5.113699913,globo,REF,e_hype
255,1981-09-13,4.642099857,globo,REF,e_hype
256,1981-09-14,4.289700031,globo,REF,e_hype
257,1981-09-15,4.379799843,globo,REF,e_hype
258,1981-09-16,4.759399891,globo,REF,e_hype
259,1981-09-17,4.739999771,globo,REF,e_hype
260,1981-09-18,4.476200104,globo,REF,e_hype
261,1981-09-19,4.171800137,globo,REF,e_hype
262,1981-09-20,3.914200068,globo,REF,e_hype
263,1981-09-21,3.678999901,globo,REF,e_hype
264,1981-09-22,3.488399982,globo,REF,e_hype
265,1981-09-23,3.354199886,globo,REF,e_hype
266,1981-09-24,3.250999928,globo,REF,e_hype
267,1981-09-25,3.21359992,globo,REF,e_hype
268,1981-09-26,3.153399944,globo,REF,e_hype
269,1981-09-27,3.103199959,globo,REF,e_hype
270,1981-09-28,3.186100006,globo,REF,e_hype
271,1981-09-29,10.51019955,globo,REF,e_hype
272,1981-09-30,9.349499702,globo,REF,e_hype
273,1981-10-01,7.396699905,globo,REF,e_hype
274,1981-10-02,6.124000072,globo,REF,e_hype
275,1981-10-03,12.45709991,globo,REF,e_hype
276,1981-10-04,11.05160046,globo,REF,e_hype
277,1981-10-05,8.737600327,globo,REF,e_hype
278,1981-10-06,7.197599888,globo,REF,e_hype
279,1981-10-07,6.206399918,globo,REF,e_hype
280,1981-10-08,5.481599808,globo,REF,e_hype
281,1981-10-09,4.930600166,globo,REF,e_hype
282,1981-10-10,4.467000008,globo,REF,e_hype
283,1981-10-11,4.077799797,globo,REF,e_hype
284,1981-10-12,3.809499979,globo,REF,e_hype
285,1981-10-13,9.48029995,globo,REF,e_hype
286,1981-10-14,8.964400291,globo,REF,e_hype
287,1981-10-15,7.203000069,globo,REF,e_hype
288,1981-10-16,5.966499805,globo,REF,e_hype
289,1981-10-17,5.200099945,globo,REF,e_hype
290,1981-10-18,4.66590023,globo,REF,e_hype
291,1981-10-19,4.240499973,globo,REF,e_hype
292,1981-10-20,3.876399994,globo,REF,e_hype
293,1981-10-21,3.590399981,globo,REF,e_hype
294,1981-10-22,3.640500069,globo,REF,e_hype
295,1981-10-23,16.89699936,globo,REF,e_hype
296,1981-10-24,16.89699936,globo,REF,e_hype
297,1981-10-25,16.89699936,globo,REF,e_hype
298,1981-10-26,16.89699936,globo,REF,e_hype
299,1981-10-27,16.89699936,globo,REF,e_hype
300,1981-10-28,16.89699936,globo,REF,e_hype
301,1981-10-29,16.89699936,globo,REF,e_hype
302,1981-10-30,16.89699936,globo,REF,e_hype
303,1981-10-31,16.89699936,globo,REF,e_hype
304,1981-11-01,16.89699936,globo,REF,e_hype
305,1981-11-02,16.89699936,globo,REF,e_hype
306,1981-11-03,16.89699936,globo,REF,e_hype
307,1981-11-04,16.89699936,globo,REF,e_hype
308,1981-11-05,16.89699936,globo,REF,e_hype
309,1981-11-06,16.89699936,globo,REF,e_hype
310,1981-11-07,16.89699936,globo,REF,e_hype
311,1981-11-08,16.89699936,globo,REF,e_hype
312,1981-11-09,16.89699936,globo,REF,e_hype
313,1981-11-10,16.89699936,globo,REF,e_hype
314,1981-11-11,16.89699936,globo,REF,e_hype
315,1981-11-12,16.89699936,globo,REF,e_hype
316,1981-11-13,16.89699936,globo,REF,e_hype
317,1981-11-14,16.89699936,globo,REF,e_hype
318,1981-11-15,16.89699936,globo,REF,e_hype
319,1981-11-16,16.89699936,globo,REF,e_hype
320,1981-11-17,16.89699936,globo,REF,e_hype
321,1981-11-18,16.89699936,globo,REF,e_hype
322,1981-11-19,16.89699936,globo,REF,e_hype
323,1981-11-20,16.89699936,globo,REF,e_hype
324,1981-11-21,16.89699936,globo,REF,e_hype
325,1981-11-22,16.89699936,globo,REF,e_hype
326,1981-11-23,16.89699936,globo,REF,e_hype
327,1981-11-24,16.89699936,globo,REF,e_hype
328,1981-11-25,16.89699936,globo,REF,e_hype
329,1981-11-26,16.89699936,globo,REF,e_hype
330,1981-11-27,16.89699936,globo,REF,e_hype
331,1981-11-28,16.89699936,globo,REF,e_hype
332,1981-11-29,16.89699936,globo,REF,e_hype
333,1981-11-30,16.89699936,globo,REF,e_hype
334,1981-12-01,16.89699936,globo,REF,e_hype
335,1981-12-02,16.89699936,globo,REF,e_hype
336,1981-12-03,16.89699936,globo,REF,e_hype
337,1981-12-04,16.89699936,globo,REF,e_hype
338,1981-12-05,16.89699936,globo,REF,e_hype
339,1981-12-06,16.89699936,globo,REF,e_hype
340,1981-12-07,16.89699936,globo,REF,e_hype
341,1981-12-08,16.89699936,globo,REF,e_hype
342,1981-12-09,16.89699936,globo,REF,e_hype
343,1981-12-10,16.89699936,globo,REF,e_hype
344,1981-12-11,16.89699936,globo,REF,e_hype
345,1981-12-12,16.89699936,globo,REF,e_hype
346,1981-12-13,48.81549835,globo,REF,e_hype
347,1981-12-14,59.0909996,globo,REF,e_hype
348,1981-12-15,57.19469833,globo,REF,e_hype
349,1981-12-16,60.94839859,globo,REF,e_hype
350,1981-12-17,64.4484024,globo,REF,e_hype
351,1981-12-18,65.55529785,globo,REF,e_hype
352,1981-12-19,63.00590134,globo,REF,e_hype
353,1981-12-20,62.85490036,globo,REF,e_hype
354,1981-12-21,68.4292984,globo,REF,e_hype
355,1981-12-22,69.43540192,globo,REF,e_hype
356,1981-12-23,64.9029007,globo,REF,e_hype
357,1981-12-24,62.24449921,globo,REF,e_hype
358,1981-12-25,70.85289764,globo,REF,e_hype
359,1981-12-26,76.76239777,globo,REF,e_hype
360,1981-12-27,81.86309814,globo,REF,e_hype
361,1981-12-28,80.29309845,globo,REF,e_hype
362,1981-12-29,71.83750153,globo,REF,e_hype
363,1981-12-30,65.00409698,globo,REF,e_hype
364,1981-12-31,62.92959976,globo,REF,e_hype
365,1982-01-01,60.45500183,globo,REF,e_hype
366,1982-01-02,56.55970001,globo,REF,e_hype
367,1982-01-03,56.58100128,globo,REF,e_hype
368,1982-01-04,55.69549942,globo,REF,e_hype
369,1982-01-05,52.30390167,globo,REF,e_hype
370,1982-01-06,48.35839844,globo,REF,e_hype
371,1982-01-07,45.73419952,globo,REF,e_hype
372,1982-01-08,43.27289963,globo,REF,e_hype
373,1982-01-09,41.31389999,globo,REF,e_hype
374,1982-01-10,40.80979919,globo,REF,e_hype
375,1982-01-11,43.62969971,globo,REF,e_hype
376,1982-01-12,48.05120087,globo,REF,e_hype
377,1982-01-13,49.51459885,globo,REF,e_hype
378,1982-01-14,47.87929916,globo,REF,e_hype
379,1982-01-15,45.11009979,globo,REF,e_hype
380,1982-01-16,42.40940094,globo,REF,e_hype
381,1982-01-17,40.06269836,globo,REF,e_hype
382,1982-01-18,38.07699966,globo,REF,e_hype
383,1982-01-19,36.39319992,globo,REF,e_hype
384,1982-01-20,34.92399979,globo,REF,e_hype
385,1982-01-21,33.65169907,globo,REF,e_hype
386,1982-01-22,32.54460144,globo,REF,e_hype
387,1982-01-23,31.55279922,globo,REF,e_hype
388,1982-01-24,30.79500008,globo,REF,e_hype
389,1982-01-25,30.03350067,globo,REF,e_hype
390,1982-01-26,29.24180031,globo,REF,e_hype
391,1982-01-27,28.48290062,globo,REF,e_hype
392,1982-01-28,27.76129913,globo,REF,e_hype
393,1982-01-29,27.18359947,globo,REF,e_hype
394,1982-01-30,26.64780045,globo,REF,e_hype
395,1982-01-31,26.14259911,globo,REF,e_hype
396,1982-02-01,26.26650047,globo,REF,e_hype
397,1982-02-02,26.44319916,globo,REF,e_hype
398,1982-02-03,26.27009964,globo,REF,e_hype
399,1982-02-04,25.88990021,globo,REF,e_hype
400,1982-02-05,25.44510078,globo,REF,e_hype
401,1982-02-06,24.99290085,globo,REF,e_hype
402,1982-02-07,24.55389977,globo,REF,e_hype
403,1982-02-08,24.12479973,globo,REF,e_hype
404,1982-02-09,23.75519943,globo,REF,e_hype
405,1982-02-10,23.41300011,globo,REF,e_hype
406,1982-02-11,23.0890007,globo,REF,e_hype
407,1982-02-12,22.76930046,globo,REF,e_hype
408,1982-02-13,22.45490074,globo,REF,e_hype
409,1982-02-14,22.14769936,globo,REF,e_hype
410,1982-02-15,21.83209991,globo,REF,e_hype
411,1982-02-16,21.51519966,globo,REF,e_hype
412,1982-02-17,21.21520042,globo,REF,e_hype
413,1982-02-18,21.1522007,globo,REF,e_hype
414,1982-02-19,21.18169975,globo,REF,e_hype
415,1982-02-20,21.17300034,globo,REF,e_hype
416,1982-02-21,21.11470032,globo,REF,e_hype
417,1982-02-22,21.09910011,globo,REF,e_hype
418,1982-02-23,20.96809959,globo,REF,e_hype
419,1982-02-24,20.96649933,globo,REF,e_hype
420,1982-02-25,22.28969955,globo,REF,e_hype
421,1982-02-26,24.62439919,globo,REF,e_hype
422,1982-02-27,26.20170021,globo,REF,e_hype
423,1982-02-28,27.00139999,globo,REF,e_hype
424,1982-03-01,27.16810036,globo,REF,e_hype
425,1982-03-02,26.86289978,globo,REF,e_hype
426,1982-03-03,26.76609993,globo,REF,e_hype
427,1982-03-04,26.66769981,globo,REF,e_hype
428,1982-03-05,26.26250076,globo,REF,e_hype
429,1982-03-06,25.71719933,globo,REF,e_hype
430,1982-03-07,25.21190071,globo,REF,e_hype
431,1982-03-08,24.93980026,globo,REF,e_hype
432,1982-03-09,24.71949959,globo,REF,e_hype
433,1982-03-10,24.29500008,globo,REF,e_hype
434,1982-03-11,23.91720009,globo,REF,e_hype
435,1982-03-12,24.03739929,globo,REF,e_hype
436,1982-03-13,24.67650032,globo,REF,e_hype
437,1982-03-14,25.33989906,globo,REF,e_hype
438,1982-03-15,25.89380074,globo,REF,e_hype
439,1982-03-16,26.17160034,globo,REF,e_hype
440,1982-03-17,26.00499916,globo,REF,e_hype
441,1982-03-18,25.72340012,globo,REF,e_hype
442,1982-03-19,27.20499992,globo,REF,e_hype
443,1982-03-20,29.18479919,globo,REF,e_hype
444,1982-03-21,30.10950089,globo,REF,e_hype
445,1982-03-22,30.60810089,globo,REF,e_hype
446,1982-03-23,30.79120064,globo,REF,e_hype
447,1982-03-24,30.7371006,globo,REF,e_hype
448,1982-03-25,30.27779961,globo,REF,e_hype
449,1982-03-26,29.4333992,globo,REF,e_hype
450,1982-03-27,28.48080063,globo,REF,e_hype
451,1982-03-28,27.46610069,globo,REF,e_hype
452,1982-03-29,26.40029907,globo,REF,e_hype
453,1982-03-30,25.63949966,globo,REF,e_hype
454,1982-03-31,25.26619911,globo,REF,e_hype
455,1982-04-01,25.35359955,globo,REF,e_hype
456,1982-04-02,26.15990067,globo,REF,e_hype
457,1982-04-03,26.95619965,globo,REF,e_hype
458,1982-04-04,26.86240005,globo,REF,e_hype
459,1982-04-05,26.19339943,globo,REF,e_hype
460,1982-04-06,25.28230095,globo,REF,e_hype
461,1982-04-07,24.2866993,globo,REF,e_hype
462,1982-04-08,23.29820061,globo,REF,e_hype
463,1982-04-09,22.36179924,globo,REF,e_hype
464,1982-04-10,21.49150085,globo,REF,e_hype
465,1982-04-11,20.68099976,globo,REF,e_hype
466,1982-04-12,19.92429924,globo,REF,e_hype
467,1982-04-13,19.1923008,globo,REF,e_hype
468,1982-04-14,18.52219963,globo,REF,e_hype
469,1982-04-15,17.92910004,globo,REF,e_hype
470,1982-04-16,17.69319916,globo,REF,e_hype
471,1982-04-17,17.67379951,globo,REF,e_hype
472,1982-04-18,17.77499962,globo,REF,e_hype
473,1982-04-19,17.71929932,globo,REF,e_hype
474,1982-04-20,17.49270058,globo,REF,e_hype
475,1982-04-21,17.48250008,globo,REF,e_hype
476,1982-04-22,17.97450066,globo,REF,e_hype
477,1982-04-23,19.12560081,globo,REF,e_hype
478,1982-04-24,20.56780052,globo,REF,e_hype
479,1982-04-25,22.09569931,globo,REF,e_hype
480,1982-04-26,23.10359955,globo,REF,e_hype
481,1982-04-27,23.33329964,globo,REF,e_hype
482,1982-04-28,23.28750038,globo,REF,e_hype
483,1982-04-29,24.16209984,globo,REF,e_hype
484,1982-04-30,24.89100075,globo,REF,e_hype
485,1982-05-01,26.08609962,globo,REF,e_hype
486,1982-05-02,27.58819962,globo,REF,e_hype
487,1982-05-03,28.04190063,globo,REF,e_hype
488,1982-05-04,27.4333992,globo,REF,e_hype
489,1982-05-05,26.29450035,globo,REF,e_hype
490,1982-05-06,24.96809959,globo,REF,e_hype
491,1982-05-07,23.57970047,globo,REF,e_hype
492,1982-05-08,22.17320061,globo,REF,e_hype
493,1982-05-09,20.81870079,globo,REF,e_hype
494,1982-05-10,19.56010056,globo,REF,e_hype
495,1982-05-11,18.38839912,globo,REF,e_hype
496,1982-05-12,17.3125,globo,REF,e_hype
497,1982-05-13,16.89699936,globo,REF,e_hype
498,1982-05-14,16.89699936,globo,REF,e_hype
499,1982-05-15,16.89699936,globo,REF,e_hype
500,1982-05-16,18.20700073,globo,REF,e_hype
501,1982-05-17,18.72929955,globo,REF,e_hype
502,1982-05-18,17.93120003,globo,REF,e_hype
503,1982-05-19,17.02149963,globo,REF,e_hype
504,1982-05-20,16.89699936,globo,REF,e_hype
505,1982-05-21,16.89699936,globo,REF,e_hype
506,1982-05-22,16.89699936,globo,REF,e_hype
507,1982-05-23,16.89699936,globo,REF,e_hype
508,1982-05-24,16.89699936,globo,REF,e_hype
509,1982-05-25,16.89699936,globo,REF,e_hype
510,1982-05-26,16.89699936,globo,REF,e_hype
511,1982-05-27,16.89699936,globo,REF,e_hype
512,1982-05-28,16.89699936,globo,REF,e_hype
513,1982-05-29,16.89699936,globo,REF,e_hype
514,1982-05-30,16.89699936,globo,REF,e_hype
515,1982-05-31,16.89699936,globo,REF,e_hype
516,1982-06-01,16.89699936,globo,REF,e_hype
517,1982-06-02,16.89699936,globo,REF,e_hype
518,1982-06-03,16.89699936,globo,REF,e_hype
519,1982-06-04,16.89699936,globo,REF,e_hype
520,1982-06-05,16.89699936,globo,REF,e_hype
521,1982-06-06,16.89699936,globo,REF,e_hype
522,1982-06-07,16.89699936,globo,REF,e_hype
523,1982-06-08,16.89699936,globo,REF,e_hype
524,1982-06-09,16.89699936,globo,REF,e_hype
525,1982-06-10,16.89699936,globo,REF,e_hype
526,1982-06-11,16.89699936,globo,REF,e_hype
527,1982-06-12,16.89699936,globo,REF,e_hype
528,1982-06-13,16.89699936,globo,REF,e_hype
529,1982-06-14,16.89699936,globo,REF,e_hype
530,1982-06-15,16.89699936,globo,REF,e_hype
531,1982-06-16,16.89699936,globo,REF,e_hype
532,1982-06-17,16.89699936,globo,REF,e_hype
533,1982-06-18,16.89699936,globo,REF,e_hype
534,1982-06-19,16.89699936,globo,REF,e_hype
535,1982-06-20,16.89699936,globo,REF,e_hype
536,1982-06-21,16.89699936,globo,REF,e_hype
