,model,catchment,scenario,Date,value
0,e_hype,black,REF,1981-01-01,80.233
1,e_hype,black,REF,1981-01-02,76.598
2,e_hype,black,REF,1981-01-03,73.313
3,e_hype,black,REF,1981-01-04,72.613
4,e_hype,black,REF,1981-01-05,89.572
5,e_hype,black,REF,1981-01-06,108.761
6,e_hype,black,REF,1981-01-07,110.496
7,e_hype,black,REF,1981-01-08,104.188
8,e_hype,black,REF,1981-01-09,95.465
9,e_hype,black,REF,1981-01-10,87.273
10,e_hype,black,REF,1981-01-11,80.501
11,e_hype,black,REF,1981-01-12,75.003
12,e_hype,black,REF,1981-01-13,72.38
13,e_hype,black,REF,1981-01-14,86.123
14,e_hype,black,REF,1981-01-15,101.114
15,e_hype,black,REF,1981-01-16,106.008
16,e_hype,black,REF,1981-01-17,113.077
17,e_hype,black,REF,1981-01-18,110.484
18,e_hype,black,REF,1981-01-19,102.794
19,e_hype,black,REF,1981-01-20,94.135
20,e_hype,black,REF,1981-01-21,86.327
21,e_hype,black,REF,1981-01-22,79.769
22,e_hype,black,REF,1981-01-23,74.688
23,e_hype,black,REF,1981-01-24,70.548
24,e_hype,black,REF,1981-01-25,67.102
25,e_hype,black,REF,1981-01-26,64.103
26,e_hype,black,REF,1981-01-27,61.423
27,e_hype,black,REF,1981-01-28,58.983
28,e_hype,black,REF,1981-01-29,56.762
29,e_hype,black,REF,1981-01-30,54.682
30,e_hype,black,REF,1981-01-31,52.722
31,e_hype,black,REF,1981-02-01,50.835
32,e_hype,black,REF,1981-02-02,49.689
33,e_hype,black,REF,1981-02-03,50.439
34,e_hype,black,REF,1981-02-04,54.785
35,e_hype,black,REF,1981-02-05,165.588
36,e_hype,black,REF,1981-02-06,174.613
37,e_hype,black,REF,1981-02-07,162.958
38,e_hype,black,REF,1981-02-08,141.077
39,e_hype,black,REF,1981-02-09,125.624
40,e_hype,black,REF,1981-02-10,120.917
41,e_hype,black,REF,1981-02-11,118.036
42,e_hype,black,REF,1981-02-12,162.167
43,e_hype,black,REF,1981-02-13,192.27
44,e_hype,black,REF,1981-02-14,218.005
45,e_hype,black,REF,1981-02-15,211.928
46,e_hype,black,REF,1981-02-16,191.208
47,e_hype,black,REF,1981-02-17,166.542
48,e_hype,black,REF,1981-02-18,143.506
49,e_hype,black,REF,1981-02-19,124.592
50,e_hype,black,REF,1981-02-20,110.317
51,e_hype,black,REF,1981-02-21,138.544
52,e_hype,black,REF,1981-02-22,148.906
53,e_hype,black,REF,1981-02-23,162.538
54,e_hype,black,REF,1981-02-24,162.516
55,e_hype,black,REF,1981-02-25,154.376
56,e_hype,black,REF,1981-02-26,147.014
57,e_hype,black,REF,1981-02-27,134.947
58,e_hype,black,REF,1981-02-28,122.02
59,e_hype,black,REF,1981-03-01,110.497
60,e_hype,black,REF,1981-03-02,103.259
61,e_hype,black,REF,1981-03-03,187.163
62,e_hype,black,REF,1981-03-04,335.919
63,e_hype,black,REF,1981-03-05,352.68
64,e_hype,black,REF,1981-03-06,320.337
65,e_hype,black,REF,1981-03-07,278.439
66,e_hype,black,REF,1981-03-08,239.583
67,e_hype,black,REF,1981-03-09,208.35
68,e_hype,black,REF,1981-03-10,187.848
69,e_hype,black,REF,1981-03-11,179.995
70,e_hype,black,REF,1981-03-12,178.273
71,e_hype,black,REF,1981-03-13,190.115
72,e_hype,black,REF,1981-03-14,239.112
73,e_hype,black,REF,1981-03-15,260.493
74,e_hype,black,REF,1981-03-16,258.389
75,e_hype,black,REF,1981-03-17,247.161
76,e_hype,black,REF,1981-03-18,253.502
77,e_hype,black,REF,1981-03-19,435.037
78,e_hype,black,REF,1981-03-20,443.394
79,e_hype,black,REF,1981-03-21,389.112
80,e_hype,black,REF,1981-03-22,325.79
81,e_hype,black,REF,1981-03-23,278.589
82,e_hype,black,REF,1981-03-24,246.502
83,e_hype,black,REF,1981-03-25,226.268
84,e_hype,black,REF,1981-03-26,221.049
85,e_hype,black,REF,1981-03-27,219.89
86,e_hype,black,REF,1981-03-28,214.443
87,e_hype,black,REF,1981-03-29,207.886
88,e_hype,black,REF,1981-03-30,201.938
89,e_hype,black,REF,1981-03-31,192.795
90,e_hype,black,REF,1981-04-01,179.243
91,e_hype,black,REF,1981-04-02,166.715
92,e_hype,black,REF,1981-04-03,156.007
93,e_hype,black,REF,1981-04-04,145.962
94,e_hype,black,REF,1981-04-05,133.455
95,e_hype,black,REF,1981-04-06,121.505
96,e_hype,black,REF,1981-04-07,112.432
97,e_hype,black,REF,1981-04-08,106.195
98,e_hype,black,REF,1981-04-09,102.22
99,e_hype,black,REF,1981-04-10,100.541
100,e_hype,black,REF,1981-04-11,100.606
101,e_hype,black,REF,1981-04-12,109.718
102,e_hype,black,REF,1981-04-13,117.556
103,e_hype,black,REF,1981-04-14,116.852
104,e_hype,black,REF,1981-04-15,112.899
105,e_hype,black,REF,1981-04-16,107.449
106,e_hype,black,REF,1981-04-17,102.645
107,e_hype,black,REF,1981-04-18,109.676
108,e_hype,black,REF,1981-04-19,122.049
