,Date,River discharge (m3/s)
0,1981-01-01,257.23419189453125
1,1981-01-02,241.67630004882812
2,1981-01-03,227.77049255371094
3,1981-01-04,219.87440490722656
4,1981-01-05,216.76119995117188
5,1981-01-06,219.3988037109375
6,1981-01-07,223.9010009765625
7,1981-01-08,225.10360717773438
8,1981-01-09,222.52090454101562
9,1981-01-10,217.1636962890625
10,1981-01-11,209.80999755859375
11,1981-01-12,201.50439453125
12,1981-01-13,199.4459991455078
13,1981-01-14,208.2783966064453
14,1981-01-15,210.0811004638672
15,1981-01-16,219.07090759277344
16,1981-01-17,222.797607421875
17,1981-01-18,224.92340087890625
18,1981-01-19,222.82119750976562
19,1981-01-20,217.96249389648438
20,1981-01-21,211.04989624023438
21,1981-01-22,203.07020568847656
22,1981-01-23,194.46139526367188
23,1981-01-24,185.92239379882812
24,1981-01-25,177.6927032470703
25,1981-01-26,169.95339965820312
26,1981-01-27,162.64259338378906
27,1981-01-28,155.82040405273438
28,1981-01-29,149.56179809570312
29,1981-01-30,143.6555938720703
30,1981-01-31,143.1042022705078
31,1981-02-01,142.87730407714844
32,1981-02-02,142.8094024658203
33,1981-02-03,143.17340087890625
34,1981-02-04,143.96609497070312
35,1981-02-05,181.24940490722656
36,1981-02-06,190.85069274902344
37,1981-02-07,218.7803955078125
38,1981-02-08,235.5299072265625
39,1981-02-09,244.04080200195312
40,1981-02-10,247.92820739746094
41,1981-02-11,251.10150146484375
42,1981-02-12,294.7137145996094
43,1981-02-13,312.8995056152344
44,1981-02-14,338.6368103027344
45,1981-02-15,355.6752014160156
46,1981-02-16,360.2594909667969
47,1981-02-17,353.2023010253906
48,1981-02-18,338.1355895996094
49,1981-02-19,319.1690979003906
50,1981-02-20,299.4823913574219
51,1981-02-21,293.06781005859375
52,1981-02-22,285.474609375
53,1981-02-23,288.28729248046875
54,1981-02-24,291.2825012207031
55,1981-02-25,291.3833923339844
56,1981-02-26,288.05731201171875
57,1981-02-27,279.656494140625
58,1981-02-28,268.7474060058594
59,1981-03-01,256.0657958984375
60,1981-03-02,244.58949279785156
61,1981-03-03,297.9981994628906
62,1981-03-04,375.1542053222656
63,1981-03-05,426.099609375
64,1981-03-06,474.4346008300781
65,1981-03-07,495.24468994140625
66,1981-03-08,491.86981201171875
67,1981-03-09,475.139404296875
68,1981-03-10,457.94378662109375
69,1981-03-11,448.29510498046875
70,1981-03-12,444.443115234375
71,1981-03-13,461.818603515625
72,1981-03-14,498.6736145019531
73,1981-03-15,527.1397705078125
74,1981-03-16,554.275390625
75,1981-03-17,567.181396484375
76,1981-03-18,597.2722778320312
77,1981-03-19,678.189697265625
78,1981-03-20,731.1035766601562
79,1981-03-21,754.9869995117188
80,1981-03-22,736.9656982421875
81,1981-03-23,698.734619140625
82,1981-03-24,654.9000244140625
83,1981-03-25,616.315673828125
84,1981-03-26,593.2885131835938
85,1981-03-27,584.9583129882812
86,1981-03-28,579.5186157226562
87,1981-03-29,577.0444946289062
88,1981-03-30,573.9879150390625
89,1981-03-31,568.0634765625
90,1981-04-01,549.8839721679688
91,1981-04-02,526.2623291015625
92,1981-04-03,499.83990478515625
93,1981-04-04,466.360595703125
94,1981-04-05,431.97540283203125
95,1981-04-06,400.9755859375
96,1981-04-07,374.4042053222656
97,1981-04-08,352.0627136230469
98,1981-04-09,334.20269775390625
99,1981-04-10,320.7379150390625
100,1981-04-11,307.2580871582031
101,1981-04-12,295.06988525390625
102,1981-04-13,285.964111328125
103,1981-04-14,283.7654113769531
104,1981-04-15,283.7190856933594
105,1981-04-16,279.1896057128906
106,1981-04-17,280.8644104003906
107,1981-04-18,332.35430908203125
108,1981-04-19,335.00579833984375
109,1981-04-20,327.11700439453125
110,1981-04-21,314.4472961425781
111,1981-04-22,301.7226867675781
112,1981-04-23,293.44879150390625
113,1981-04-24,294.3883972167969
114,1981-04-25,291.49560546875
115,1981-04-26,287.0704040527344
116,1981-04-27,307.95831298828125
117,1981-04-28,296.519287109375
118,1981-04-29,286.45660400390625
119,1981-04-30,274.8839111328125
120,1981-05-01,261.5447998046875
121,1981-05-02,250.16490173339844
122,1981-05-03,239.24729919433594
123,1981-05-04,268.68438720703125
124,1981-05-05,317.8157043457031
125,1981-05-06,306.72198486328125
126,1981-05-07,303.3702087402344
127,1981-05-08,296.93450927734375
128,1981-05-09,287.694091796875
129,1981-05-10,274.7515869140625
130,1981-05-11,262.06280517578125
131,1981-05-12,263.1781921386719
132,1981-05-13,252.89990234375
133,1981-05-14,244.32460021972656
134,1981-05-15,236.8612060546875
135,1981-05-16,241.28680419921875
136,1981-05-17,239.87570190429688
137,1981-05-18,236.98779296875
138,1981-05-19,231.51620483398438
139,1981-05-20,222.8820037841797
140,1981-05-21,212.86740112304688
141,1981-05-22,198.99270629882812
142,1981-05-23,199.41099548339844
143,1981-05-24,191.7758026123047
144,1981-05-25,184.83599853515625
145,1981-05-26,175.58859252929688
146,1981-05-27,166.42300415039062
